club_id,player_id,player_name,club_name,birth_date
4txjdaqveermfryvbfrr4taf7,p197024,Guido Rodríguez,West Ham,1994-04-12
7yx5dqhhphyvfisohikodajhv,p622536,Benjamin Arthur,Brentford,2005-10-09
1c8m2ko0wxq1asfkuykurdr0y,p209400,Daichi Kamada,Crystal Palace,1996-08-05
9q0arba2kbnywth8bkxlhgmdr,p671606,Mathis Eboué,Chelsea,2009-02-27
7vn2i2kd35zuetw6b38gw9jsz,p441191,Tino Livramento,Newcastle,2002-11-12
9q0arba2kbnywth8bkxlhgmdr,p242880,Benoît Badiashile,Chelsea,2001-03-26
1r3545b2dzan8yqa80gtmcjch,p223336,Dan Neil,Sunderland,2001-12-13
22doj4sgsocqpxw45h607udje,p610799,Luka Vuskovic,Spurs,2007-02-24
4txjdaqveermfryvbfrr4taf7,p75115,Callum Wilson,West Ham,1992-02-27
1r3545b2dzan8yqa80gtmcjch,p441264,Brian Brobbey,Sunderland,2002-02-01
9q0arba2kbnywth8bkxlhgmdr,p109646,Tosin Adarabioyo,Chelsea,1997-09-24
6eqit8ye8aomdsrrq0hk3v7gh,p232112,Manuel Ugarte,Man Utd,2001-04-11
4txjdaqveermfryvbfrr4taf7,p224024,Lucas Paquetá,West Ham,1997-08-27
1r3545b2dzan8yqa80gtmcjch,p461199,Romaine Mundle,Sunderland,2003-04-24
e5p0ehyguld7egzhiedpdnc3w,p465730,Maxim De Cuyper,Brighton,2000-12-22
1r3545b2dzan8yqa80gtmcjch,p105717,Arthur Masuaku,Sunderland,1993-11-07
1c8m2ko0wxq1asfkuykurdr0y,p437499,Maxence Lacroix,Crystal Palace,2000-04-06
c8h9bw1l82s06h77xxrelzhur,p97032,Virgil van Dijk,Liverpool,1991-07-08
22doj4sgsocqpxw45h607udje,p499726,Callum Olusesi,Spurs,2007-03-11
b496gs285it6bheuikox6z9mj,p444884,Harvey Elliott,Aston Villa,2003-04-04
6eqit8ye8aomdsrrq0hk3v7gh,p519913,Tyler Fletcher,Man Utd,2007-03-19
a3nyxabgsqlnqfkeg41m6tnpp,p578153,Abdukodir Khusanov,Man City,2004-02-29
1qtaiy11gswx327s0vkibf70n,p465680,Arnaud Kalimuendo,Nottm Forest,2002-01-20
b9si1jn1lfxfund69e9ogcu2n,p589121,Ethan Sutherland,Wolves,2006-04-25
ehd2iemqmschhj2ec0vayztzz,p80801,Idrissa Gueye,Everton,1989-09-26
22doj4sgsocqpxw45h607udje,p172780,James Maddison,Spurs,1996-11-23
7yx5dqhhphyvfisohikodajhv,p513418,Kevin Schade,Brentford,2001-11-27
a3nyxabgsqlnqfkeg41m6tnpp,p223094,Erling Haaland,Man City,2000-07-21
1c8m2ko0wxq1asfkuykurdr0y,p606921,Romain Esse,Crystal Palace,2005-05-13
4dsgumo7d4zupm2ugsvm4zm4d,p444145,Gabriel Martinelli,Arsenal,2001-06-18
b9si1jn1lfxfund69e9ogcu2n,p230376,Jhon Arias,Wolves,1997-09-21
b9si1jn1lfxfund69e9ogcu2n,p596054,Tom Edozie,Wolves,2006-05-18
64bxxwu2mv2qqlv0monbkj1om,p435973,Lyle Foster,Burnley,2000-09-03
b9si1jn1lfxfund69e9ogcu2n,p517179,Alfie Pond,Wolves,2004-03-01
b9si1jn1lfxfund69e9ogcu2n,p79602,Dan Bentley,Wolves,1993-07-13
e5p0ehyguld7egzhiedpdnc3w,p111478,Joël Veltman,Brighton,1992-01-15
e5p0ehyguld7egzhiedpdnc3w,p219249,Matt O'Riley,Brighton,2000-11-21
a3nyxabgsqlnqfkeg41m6tnpp,p516234,Charlie Gray,Man City,2006-02-22
b9si1jn1lfxfund69e9ogcu2n,p509291,André,Wolves,2001-07-16
4dsgumo7d4zupm2ugsvm4zm4d,p248857,Noni Madueke,Arsenal,2002-03-10
1pse9ta7a45pi2w2grjim70ge,p496208,Ben Gannon-Doak,Bournemouth,2005-11-11
1c8m2ko0wxq1asfkuykurdr0y,p450542,Jesurun Rak-Sakyi,Crystal Palace,2002-10-05
c8h9bw1l82s06h77xxrelzhur,p219168,Alexander Isak,Liverpool,1999-09-21
1qtaiy11gswx327s0vkibf70n,p215136,Neco Williams,Nottm Forest,2001-04-13
b9si1jn1lfxfund69e9ogcu2n,p448089,João Gomes,Wolves,2001-02-12
4txjdaqveermfryvbfrr4taf7,p159533,Adama Traoré,West Ham,1996-01-25
e5p0ehyguld7egzhiedpdnc3w,p50175,Danny Welbeck,Brighton,1990-11-26
hzqh7z0mdl3v7gwete66syxp,p76357,Tom Cairney,Fulham,1991-01-20
1r3545b2dzan8yqa80gtmcjch,p535818,Simon Adingra,Sunderland,2002-01-01
7vn2i2kd35zuetw6b38gw9jsz,p449434,Anthony Elanga,Newcastle,2002-04-27
1c8m2ko0wxq1asfkuykurdr0y,p496221,Adam Wharton,Crystal Palace,2004-02-06
7yx5dqhhphyvfisohikodajhv,p183656,Josh Dasilva,Brentford,1998-10-23
a3nyxabgsqlnqfkeg41m6tnpp,p433036,Tijjani Reijnders,Man City,1998-07-29
9q0arba2kbnywth8bkxlhgmdr,p475168,João Pedro,Chelsea,2001-09-26
64bxxwu2mv2qqlv0monbkj1om,p172567,Josh Cullen,Burnley,1996-04-07
4txjdaqveermfryvbfrr4taf7,p229384,Andy Irving,West Ham,2000-05-13
1pse9ta7a45pi2w2grjim70ge,p158499,Ryan Christie,Bournemouth,1995-02-22
48gk2hpqtsl6p9sx9kjhaydq4,p201595,Lucas Perri,Leeds,1997-12-10
6eqit8ye8aomdsrrq0hk3v7gh,p559684,Jack Moorhouse,Man Utd,2005-11-29
hzqh7z0mdl3v7gwete66syxp,p207189,Sander Berge,Fulham,1998-02-14
7yx5dqhhphyvfisohikodajhv,p587433,Conor McManus,Brentford,2004-06-16
ehd2iemqmschhj2ec0vayztzz,p59949,Séamus Coleman,Everton,1988-10-11
7vn2i2kd35zuetw6b38gw9jsz,p470313,Nick Woltemade,Newcastle,2002-02-14
64bxxwu2mv2qqlv0monbkj1om,p192290,Connor Roberts,Burnley,1995-09-23
b496gs285it6bheuikox6z9mj,p199798,Ezri Konsa,Aston Villa,1997-10-23
64bxxwu2mv2qqlv0monbkj1om,p469272,Loum Tchaouna,Burnley,2003-09-08
c8h9bw1l82s06h77xxrelzhur,p441266,Ryan Gravenberch,Liverpool,2002-05-16
b496gs285it6bheuikox6z9mj,p195546,Emiliano Buendía,Aston Villa,1996-12-25
4txjdaqveermfryvbfrr4taf7,p536109,Ollie Scarles,West Ham,2005-12-12
1r3545b2dzan8yqa80gtmcjch,p570929,Jack Whittaker,Sunderland,2006-10-14
1qtaiy11gswx327s0vkibf70n,p85633,Matz Sels,Nottm Forest,1992-02-26
b9si1jn1lfxfund69e9ogcu2n,p593001,Enso González,Wolves,2005-01-20
6eqit8ye8aomdsrrq0hk3v7gh,p446008,Bryan Mbeumo,Man Utd,1999-08-07
7yx5dqhhphyvfisohikodajhv,p533463,Dango Ouattara,Brentford,2002-02-11
9q0arba2kbnywth8bkxlhgmdr,p244851,Cole Palmer,Chelsea,2002-05-06
b496gs285it6bheuikox6z9mj,p173879,Tammy Abraham,Aston Villa,1997-10-02
7yx5dqhhphyvfisohikodajhv,p200720,Caoimhín Kelleher,Brentford,1998-11-23
ehd2iemqmschhj2ec0vayztzz,p17761,James Tarkowski,Everton,1992-11-19
hzqh7z0mdl3v7gwete66syxp,p218328,Samuel Chukwueze,Fulham,1999-05-22
c8h9bw1l82s06h77xxrelzhur,p243298,Cody Gakpo,Liverpool,1999-05-07
ehd2iemqmschhj2ec0vayztzz,p111234,Jordan Pickford,Everton,1994-03-07
1c8m2ko0wxq1asfkuykurdr0y,p660392,Christantus Uche,Crystal Palace,2003-05-19
64bxxwu2mv2qqlv0monbkj1om,p465527,Hannibal Mejbri,Burnley,2003-01-21
1qtaiy11gswx327s0vkibf70n,p470315,Luca Netz,Nottm Forest,2003-05-15
ehd2iemqmschhj2ec0vayztzz,p490094,Tim Iroegbunam,Everton,2003-06-30
b9si1jn1lfxfund69e9ogcu2n,p497606,Tawanda Chirewa,Wolves,2003-10-12
4txjdaqveermfryvbfrr4taf7,p178186,Jarrod Bowen,West Ham,1996-12-20
e5p0ehyguld7egzhiedpdnc3w,p109345,Solly March,Brighton,1994-07-20
22doj4sgsocqpxw45h607udje,p616221,Souza,Spurs,2006-06-16
b496gs285it6bheuikox6z9mj,p618027,TJ Carroll,Aston Villa,2007-03-22
b9si1jn1lfxfund69e9ogcu2n,p510362,Toti Gomes,Wolves,1999-01-16
22doj4sgsocqpxw45h607udje,p154296,João Palhinha,Spurs,1995-07-09
64bxxwu2mv2qqlv0monbkj1om,p437748,Mike Trésor,Burnley,1999-05-28
b496gs285it6bheuikox6z9mj,p577285,George Hemmings,Aston Villa,2007-03-04
48gk2hpqtsl6p9sx9kjhaydq4,p248056,Ao Tanaka,Leeds,1998-09-10
4dsgumo7d4zupm2ugsvm4zm4d,p232413,Eberechi Eze,Arsenal,1998-06-29
4dsgumo7d4zupm2ugsvm4zm4d,p198869,Ben White,Arsenal,1997-10-08
1r3545b2dzan8yqa80gtmcjch,p201895,Omar Alderete,Sunderland,1996-12-26
hzqh7z0mdl3v7gwete66syxp,p477555,Oscar Bobb,Fulham,2003-07-12
48gk2hpqtsl6p9sx9kjhaydq4,p226182,Jayden Bogle,Leeds,2000-07-27
9q0arba2kbnywth8bkxlhgmdr,p611912,Landon Emenalo,Chelsea,2008-01-18
hzqh7z0mdl3v7gwete66syxp,p80201,Bernd Leno,Fulham,1992-03-04
4dsgumo7d4zupm2ugsvm4zm4d,p616065,Marli Salmon,Arsenal,2009-08-29
6eqit8ye8aomdsrrq0hk3v7gh,p576637,Godwill Kukonki,Man Utd,2008-02-06
1c8m2ko0wxq1asfkuykurdr0y,p591384,George King,Crystal Palace,2007-03-20
4txjdaqveermfryvbfrr4taf7,p158534,Kyle Walker-Peters,West Ham,1997-04-13
6eqit8ye8aomdsrrq0hk3v7gh,p547037,Jack Fletcher,Man Utd,2007-03-19
4txjdaqveermfryvbfrr4taf7,p643473,Airidas Golambeckis,West Ham,2007-11-04
e5p0ehyguld7egzhiedpdnc3w,p489639,Bart Verbruggen,Brighton,2002-08-18
b496gs285it6bheuikox6z9mj,p230046,Douglas Luiz,Aston Villa,1998-05-09
22doj4sgsocqpxw45h607udje,p550839,Wilson Odobert,Spurs,2004-11-28
22doj4sgsocqpxw45h607udje,p221632,Cristian Romero,Spurs,1998-04-27
c8h9bw1l82s06h77xxrelzhur,p424876,Dominik Szoboszlai,Liverpool,2000-10-25
1c8m2ko0wxq1asfkuykurdr0y,p231747,Jean-Philippe Mateta,Crystal Palace,1997-06-28
4txjdaqveermfryvbfrr4taf7,p214048,Maximilian Kilman,West Ham,1997-05-23
b9si1jn1lfxfund69e9ogcu2n,p431248,Ladislav Krejcí,Wolves,1999-04-20
7yx5dqhhphyvfisohikodajhv,p450539,Myles Peart-Harris,Brentford,2002-09-18
1qtaiy11gswx327s0vkibf70n,p687076,Lamin Sillah,Nottm Forest,2006-06-06
9q0arba2kbnywth8bkxlhgmdr,p482609,Malo Gusto,Chelsea,2003-05-19
b9si1jn1lfxfund69e9ogcu2n,p516939,Emmanuel Agbadou,Wolves,1997-06-17
64bxxwu2mv2qqlv0monbkj1om,p179458,Jacob Bruun Larsen,Burnley,1998-09-19
c8h9bw1l82s06h77xxrelzhur,p647681,Giovanni Leoni,Liverpool,2006-12-21
7yx5dqhhphyvfisohikodajhv,p502500,Igor Thiago,Brentford,2001-06-26
4dsgumo7d4zupm2ugsvm4zm4d,p184029,Martin Ødegaard,Arsenal,1998-12-17
e5p0ehyguld7egzhiedpdnc3w,p604988,Freddie Simmonds,Brighton,2008-03-09
1pse9ta7a45pi2w2grjim70ge,p494521,Adrien Truffert,Bournemouth,2001-11-20
e5p0ehyguld7egzhiedpdnc3w,p514254,Diego Gómez,Brighton,2003-03-27
4txjdaqveermfryvbfrr4taf7,p215439,Tomás Soucek,West Ham,1995-02-27
4txjdaqveermfryvbfrr4taf7,p213999,Edson Álvarez,West Ham,1997-10-24
1pse9ta7a45pi2w2grjim70ge,p444102,Evanilson,Bournemouth,1999-10-06
c8h9bw1l82s06h77xxrelzhur,p158983,Wataru Endo,Liverpool,1993-02-09
64bxxwu2mv2qqlv0monbkj1om,p44699,Ashley Barnes,Burnley,1989-10-30
4dsgumo7d4zupm2ugsvm4zm4d,p204480,Declan Rice,Arsenal,1999-01-14
22doj4sgsocqpxw45h607udje,p247693,Randal Kolo Muani,Spurs,1998-12-05
22doj4sgsocqpxw45h607udje,p227127,Yves Bissouma,Spurs,1996-08-30
9q0arba2kbnywth8bkxlhgmdr,p532605,Andrey Santos,Chelsea,2004-05-03
c8h9bw1l82s06h77xxrelzhur,p596042,Kieran Morrison,Liverpool,2006-11-09
a3nyxabgsqlnqfkeg41m6tnpp,p126184,Nathan Aké,Man City,1995-02-18
1r3545b2dzan8yqa80gtmcjch,p571087,Jaydon Jones,Sunderland,2006-11-03
hzqh7z0mdl3v7gwete66syxp,p212314,Sasa Lukic,Fulham,1996-08-13
1qtaiy11gswx327s0vkibf70n,p590040,Jimmy Sinclair,Nottm Forest,2006-08-11
22doj4sgsocqpxw45h607udje,p590035,Yusuf Akhamrich,Spurs,2005-09-05
4dsgumo7d4zupm2ugsvm4zm4d,p226597,Gabriel Magalhães,Arsenal,1997-12-19
7vn2i2kd35zuetw6b38gw9jsz,p111773,Emil Krafth,Newcastle,1994-08-02
64bxxwu2mv2qqlv0monbkj1om,p492831,Zeki Amdouni,Burnley,2000-12-04
6eqit8ye8aomdsrrq0hk3v7gh,p661712,Diego León,Man Utd,2007-04-03
6eqit8ye8aomdsrrq0hk3v7gh,p516895,Kobbie Mainoo,Man Utd,2005-04-19
9q0arba2kbnywth8bkxlhgmdr,p180736,Trevoh Chalobah,Chelsea,1999-07-05
1pse9ta7a45pi2w2grjim70ge,p424044,Hamed Traoré,Bournemouth,2000-02-16
e5p0ehyguld7egzhiedpdnc3w,p608181,Stefanos Tzimas,Brighton,2006-01-06
4txjdaqveermfryvbfrr4taf7,p572702,Keiber Lamadrid,West Ham,2003-11-18
64bxxwu2mv2qqlv0monbkj1om,p444180,Jaidon Anthony,Burnley,1999-12-01
7yx5dqhhphyvfisohikodajhv,p194010,Rico Henry,Brentford,1997-07-08
48gk2hpqtsl6p9sx9kjhaydq4,p427637,Brenden Aaronson,Leeds,2000-10-22
4txjdaqveermfryvbfrr4taf7,p450070,Crysencio Summerville,West Ham,2001-10-30
e5p0ehyguld7egzhiedpdnc3w,p463067,Georginio Rutter,Brighton,2002-04-20
c8h9bw1l82s06h77xxrelzhur,p243016,Alexis Mac Allister,Liverpool,1998-12-24
6eqit8ye8aomdsrrq0hk3v7gh,p550864,Leny Yoro,Man Utd,2005-11-13
22doj4sgsocqpxw45h607udje,p547701,Archie Gray,Spurs,2006-03-12
7vn2i2kd35zuetw6b38gw9jsz,p599303,Sean Neave,Newcastle,2007-05-27
a3nyxabgsqlnqfkeg41m6tnpp,p220566,Rodri,Man City,1996-06-22
1pse9ta7a45pi2w2grjim70ge,p678552,Malcom DaCosta,Bournemouth,2008-04-17
48gk2hpqtsl6p9sx9kjhaydq4,p565863,Sam Chambers,Leeds,2007-08-18
7yx5dqhhphyvfisohikodajhv,p244858,Fábio Carvalho,Brentford,2002-08-30
7vn2i2kd35zuetw6b38gw9jsz,p98747,Nick Pope,Newcastle,1992-04-19
7yx5dqhhphyvfisohikodajhv,p626464,Gustavo Nunes,Brentford,2005-11-20
1pse9ta7a45pi2w2grjim70ge,p200785,Tyler Adams,Bournemouth,1999-02-14
64bxxwu2mv2qqlv0monbkj1om,p461188,Bashir Humphreys,Burnley,2003-03-15
1c8m2ko0wxq1asfkuykurdr0y,p247412,Jørgen Strand Larsen,Crystal Palace,2000-02-06
1pse9ta7a45pi2w2grjim70ge,p560262,Junior Kroupi,Bournemouth,2006-06-23
1qtaiy11gswx327s0vkibf70n,p469130,Lorenzo Lucca,Nottm Forest,2000-09-10
b496gs285it6bheuikox6z9mj,p88894,Ross Barkley,Aston Villa,1993-12-05
1c8m2ko0wxq1asfkuykurdr0y,p530318,Kaden Rodney,Crystal Palace,2004-10-07
1qtaiy11gswx327s0vkibf70n,p503301,Omari Hutchinson,Nottm Forest,2003-10-30
64bxxwu2mv2qqlv0monbkj1om,p440323,Armando Broja,Burnley,2001-09-10
ehd2iemqmschhj2ec0vayztzz,p106611,Michael Keane,Everton,1993-01-11
b9si1jn1lfxfund69e9ogcu2n,p87835,Matt Doherty,Wolves,1992-01-16
hzqh7z0mdl3v7gwete66syxp,p577725,Josh King,Fulham,2007-01-03
64bxxwu2mv2qqlv0monbkj1om,p174592,Marcus Edwards,Burnley,1998-12-03
4txjdaqveermfryvbfrr4taf7,p564940,Soungoutou Magassa,West Ham,2003-10-08
9q0arba2kbnywth8bkxlhgmdr,p616286,Ryan Kavuma-McQueen,Chelsea,2009-01-01
22doj4sgsocqpxw45h607udje,p115556,Ben Davies,Spurs,1993-04-24
4dsgumo7d4zupm2ugsvm4zm4d,p223340,Bukayo Saka,Arsenal,2001-09-05
7yx5dqhhphyvfisohikodajhv,p440089,Mikkel Damsgaard,Brentford,2000-07-03
1r3545b2dzan8yqa80gtmcjch,p223827,Dan Ballard,Sunderland,1999-09-22
4dsgumo7d4zupm2ugsvm4zm4d,p205651,Gabriel Jesus,Arsenal,1997-04-03
1qtaiy11gswx327s0vkibf70n,p485047,Morato,Nottm Forest,2001-06-30
64bxxwu2mv2qqlv0monbkj1om,p549329,Lucas Pires,Burnley,2001-03-24
4txjdaqveermfryvbfrr4taf7,p233963,Konstantinos Mavropanos,West Ham,1997-12-11
48gk2hpqtsl6p9sx9kjhaydq4,p174594,Lukas Nmecha,Leeds,1998-12-14
1c8m2ko0wxq1asfkuykurdr0y,p672492,Joél Drakes-Thomas,Crystal Palace,2009-06-09
1qtaiy11gswx327s0vkibf70n,p215379,Elliot Anderson,Nottm Forest,2002-11-06
b9si1jn1lfxfund69e9ogcu2n,p641221,Pedro Lima,Wolves,2006-07-01
1c8m2ko0wxq1asfkuykurdr0y,p108413,Will Hughes,Crystal Palace,1995-04-17
22doj4sgsocqpxw45h607udje,p460842,Mohammed Kudus,Spurs,2000-08-02
b496gs285it6bheuikox6z9mj,p653481,Alysson Edward,Aston Villa,2006-05-05
4dsgumo7d4zupm2ugsvm4zm4d,p646243,Andre Harriman-Annous,Arsenal,2007-12-28
hzqh7z0mdl3v7gwete66syxp,p174874,Joachim Andersen,Fulham,1996-05-31
48gk2hpqtsl6p9sx9kjhaydq4,p235826,Joël Piroe,Leeds,1999-08-02
1c8m2ko0wxq1asfkuykurdr0y,p590014,Rio Cardines,Crystal Palace,2006-07-01
4txjdaqveermfryvbfrr4taf7,p490142,Freddie Potts,West Ham,2003-09-12
b496gs285it6bheuikox6z9mj,p209243,Jadon Sancho,Aston Villa,2000-03-25
1c8m2ko0wxq1asfkuykurdr0y,p488024,Yéremy Pino,Crystal Palace,2002-10-20
64bxxwu2mv2qqlv0monbkj1om,p647960,Oliver Pimlott,Burnley,2007-04-07
1qtaiy11gswx327s0vkibf70n,p206325,Oleksandr Zinchenko,Nottm Forest,1996-12-15
1r3545b2dzan8yqa80gtmcjch,p477547,Leo Hjelde,Sunderland,2003-08-26
7vn2i2kd35zuetw6b38gw9jsz,p232826,Anthony Gordon,Newcastle,2001-02-24
48gk2hpqtsl6p9sx9kjhaydq4,p437738,Sebastiaan Bornauw,Leeds,1999-03-22
1pse9ta7a45pi2w2grjim70ge,p441240,Romain Faivre,Bournemouth,1998-07-14
b9si1jn1lfxfund69e9ogcu2n,p149065,José Sá,Wolves,1993-01-17
hzqh7z0mdl3v7gwete66syxp,p167074,Kenny Tete,Fulham,1995-10-09
ehd2iemqmschhj2ec0vayztzz,p114283,Jack Grealish,Everton,1995-09-10
1c8m2ko0wxq1asfkuykurdr0y,p515621,Chadi Riad,Crystal Palace,2003-06-17
c8h9bw1l82s06h77xxrelzhur,p223541,Federico Chiesa,Liverpool,1997-10-25
48gk2hpqtsl6p9sx9kjhaydq4,p200617,Daniel James,Leeds,1997-11-10
6eqit8ye8aomdsrrq0hk3v7gh,p547676,Tyler Fredricson,Man Utd,2005-02-23
ehd2iemqmschhj2ec0vayztzz,p243571,Nathan Patterson,Everton,2001-10-16
b9si1jn1lfxfund69e9ogcu2n,p647671,Mateus Mané,Wolves,2007-09-16
1pse9ta7a45pi2w2grjim70ge,p54469,Adam Smith,Bournemouth,1991-04-29
48gk2hpqtsl6p9sx9kjhaydq4,p577978,Rhys Chadwick,Leeds,2007-02-19
22doj4sgsocqpxw45h607udje,p536134,Rio Kyerematen,Spurs,2005-06-09
1r3545b2dzan8yqa80gtmcjch,p110504,Bertrand Traoré,Sunderland,1995-09-06
4dsgumo7d4zupm2ugsvm4zm4d,p481655,Martín Zubimendi,Arsenal,1999-02-02
1qtaiy11gswx327s0vkibf70n,p569014,Eric da Silva Moreira,Nottm Forest,2006-05-03
hzqh7z0mdl3v7gwete66syxp,p246301,Jorge Cuenca,Fulham,1999-11-17
b9si1jn1lfxfund69e9ogcu2n,p523705,Jackson Tchatchoua,Wolves,2001-09-14
7yx5dqhhphyvfisohikodajhv,p649240,Joshua Stephenson,Brentford,2007-09-04
64bxxwu2mv2qqlv0monbkj1om,p447715,Aaron Ramsey,Burnley,2003-01-21
6eqit8ye8aomdsrrq0hk3v7gh,p141746,Bruno Fernandes,Man Utd,1994-09-08
4txjdaqveermfryvbfrr4taf7,p530335,Pablo,West Ham,2004-01-02
48gk2hpqtsl6p9sx9kjhaydq4,p486520,Ilia Gruev,Leeds,2000-05-06
22doj4sgsocqpxw45h607udje,p487053,Destiny Udogie,Spurs,2002-11-28
1c8m2ko0wxq1asfkuykurdr0y,p489706,Justin Devenny,Crystal Palace,2003-10-11
6eqit8ye8aomdsrrq0hk3v7gh,p576620,Bendito Mantato,Man Utd,2008-01-25
1r3545b2dzan8yqa80gtmcjch,p554197,Chris Rigg,Sunderland,2007-06-18
c8h9bw1l82s06h77xxrelzhur,p118748,Mohamed Salah,Liverpool,1992-06-15
hzqh7z0mdl3v7gwete66syxp,p102057,Raúl Jiménez,Fulham,1991-05-05
6eqit8ye8aomdsrrq0hk3v7gh,p576634,Jim Thwaites,Man Utd,2007-12-20
b496gs285it6bheuikox6z9mj,p215711,Leon Bailey,Aston Villa,1997-08-09
e5p0ehyguld7egzhiedpdnc3w,p513433,Brajan Gruda,Brighton,2004-05-31
c8h9bw1l82s06h77xxrelzhur,p510663,Hugo Ekitiké,Liverpool,2002-06-20
64bxxwu2mv2qqlv0monbkj1om,p216055,Florentino,Burnley,1999-08-19
1c8m2ko0wxq1asfkuykurdr0y,p247348,Daniel Muñoz,Crystal Palace,1996-05-26
ehd2iemqmschhj2ec0vayztzz,p480455,Jarrad Branthwaite,Everton,2002-06-27
22doj4sgsocqpxw45h607udje,p212319,Richarlison,Spurs,1997-05-10
e5p0ehyguld7egzhiedpdnc3w,p597320,Harry Howell,Brighton,2008-04-20
c8h9bw1l82s06h77xxrelzhur,p611926,Amara Nallo,Liverpool,2006-11-18
48gk2hpqtsl6p9sx9kjhaydq4,p466525,Anton Stach,Leeds,1998-11-15
7vn2i2kd35zuetw6b38gw9jsz,p200089,Joe Willock,Newcastle,1999-08-20
1qtaiy11gswx327s0vkibf70n,p456512,Dan Ndoye,Nottm Forest,2000-10-25
e5p0ehyguld7egzhiedpdnc3w,p83299,Lewis Dunk,Brighton,1991-11-21
1pse9ta7a45pi2w2grjim70ge,p551483,Álex Jiménez,Bournemouth,2005-05-08
c8h9bw1l82s06h77xxrelzhur,p492777,Conor Bradley,Liverpool,2003-07-09
6eqit8ye8aomdsrrq0hk3v7gh,p458249,Joshua Zirkzee,Man Utd,2001-05-22
b496gs285it6bheuikox6z9mj,p244954,Pau Torres,Aston Villa,1997-01-16
ehd2iemqmschhj2ec0vayztzz,p491012,Youssef Chermiti,Everton,2004-05-24
a3nyxabgsqlnqfkeg41m6tnpp,p477424,Josko Gvardiol,Man City,2002-01-23
22doj4sgsocqpxw45h607udje,p235674,Manor Solomon,Spurs,1999-07-24
6eqit8ye8aomdsrrq0hk3v7gh,p596047,Chido Obi,Man Utd,2007-11-29
22doj4sgsocqpxw45h607udje,p135720,Kevin Danso,Spurs,1998-09-19
64bxxwu2mv2qqlv0monbkj1om,p551206,Jaydon Banel,Burnley,2004-10-19
7yx5dqhhphyvfisohikodajhv,p444765,Sepp van den Berg,Brentford,2001-12-20
6eqit8ye8aomdsrrq0hk3v7gh,p465247,Senne Lammens,Man Utd,2002-07-07
4txjdaqveermfryvbfrr4taf7,p462116,Jean-Clair Todibo,West Ham,1999-12-30
9q0arba2kbnywth8bkxlhgmdr,p247632,Pedro Neto,Chelsea,2000-03-09
e5p0ehyguld7egzhiedpdnc3w,p451340,Kaoru Mitoma,Brighton,1997-05-20
hzqh7z0mdl3v7gwete66syxp,p560552,Kevin,Fulham,2003-01-04
1pse9ta7a45pi2w2grjim70ge,p503139,Alex Scott,Bournemouth,2003-08-21
c8h9bw1l82s06h77xxrelzhur,p206915,Curtis Jones,Liverpool,2001-01-30
b496gs285it6bheuikox6z9mj,p569577,Triston Rowe,Aston Villa,2006-10-02
b496gs285it6bheuikox6z9mj,p534836,Travis Patterson,Aston Villa,2005-10-06
7vn2i2kd35zuetw6b38gw9jsz,p220237,Sven Botman,Newcastle,2000-01-12
9q0arba2kbnywth8bkxlhgmdr,p551210,Jorrel Hato,Chelsea,2006-03-07
e5p0ehyguld7egzhiedpdnc3w,p535301,Carlos Baleba,Brighton,2004-01-03
1pse9ta7a45pi2w2grjim70ge,p436893,Julián Araujo,Bournemouth,2001-08-13
48gk2hpqtsl6p9sx9kjhaydq4,p243526,Gabriel Gudmundsson,Leeds,1999-04-29
6eqit8ye8aomdsrrq0hk3v7gh,p430871,Matheus Cunha,Man Utd,1999-05-27
1qtaiy11gswx327s0vkibf70n,p482973,Igor Jesus,Nottm Forest,2001-02-25
1r3545b2dzan8yqa80gtmcjch,p536661,Nilson Angulo,Sunderland,2003-06-19
1qtaiy11gswx327s0vkibf70n,p88248,Stefan Ortega,Nottm Forest,1992-11-06
a3nyxabgsqlnqfkeg41m6tnpp,p204936,Gianluigi Donnarumma,Man City,1999-02-25
a3nyxabgsqlnqfkeg41m6tnpp,p494307,Max Alleyne,Man City,2005-07-21
b496gs285it6bheuikox6z9mj,p72147,Marco Bizot,Aston Villa,1991-03-10
1pse9ta7a45pi2w2grjim70ge,p463981,James Hill,Bournemouth,2002-01-10
b496gs285it6bheuikox6z9mj,p577731,Ben Broggio,Aston Villa,2007-01-29
a3nyxabgsqlnqfkeg41m6tnpp,p472769,Nico O'Reilly,Man City,2005-03-21
a3nyxabgsqlnqfkeg41m6tnpp,p97299,John Stones,Man City,1994-05-28
c8h9bw1l82s06h77xxrelzhur,p122798,Andy Robertson,Liverpool,1994-03-11
7yx5dqhhphyvfisohikodajhv,p543295,Antoni Milambo,Brentford,2005-04-03
48gk2hpqtsl6p9sx9kjhaydq4,p59735,Karl Darlow,Leeds,1990-10-08
6eqit8ye8aomdsrrq0hk3v7gh,p230001,Noussair Mazraoui,Man Utd,1997-11-14
ehd2iemqmschhj2ec0vayztzz,p502697,Charly Alcaraz,Everton,2002-11-30
c8h9bw1l82s06h77xxrelzhur,p489580,Calvin Ramsay,Liverpool,2003-07-31
4txjdaqveermfryvbfrr4taf7,p602903,Ezra Mayers,West Ham,2007-01-16
1c8m2ko0wxq1asfkuykurdr0y,p651426,Jaydee Canvot,Crystal Palace,2006-07-29
b496gs285it6bheuikox6z9mj,p244850,Morgan Rogers,Aston Villa,2002-07-26
